"Month","Year","State","Indicator","Value"
"Apr",2022,"District of Columbia","Symptoms of Depressive Disorder",25.5
"Aug",2022,"District of Columbia","Symptoms of Depressive Disorder",22.5
"Dec",2022,"District of Columbia","Symptoms of Depressive Disorder",16.4
"Feb",2022,"District of Columbia","Symptoms of Depressive Disorder",16.2
"Jan",2022,"District of Columbia","Symptoms of Depressive Disorder",20.9
"Jul",2022,"District of Columbia","Symptoms of Depressive Disorder",23.9
"Jun",2022,"District of Columbia","Symptoms of Depressive Disorder",21.6
"Mar",2022,"District of Columbia","Symptoms of Depressive Disorder",19.8
"May",2022,"District of Columbia","Symptoms of Depressive Disorder",17.8
"Nov",2022,"District of Columbia","Symptoms of Depressive Disorder",18.1
"Oct",2022,"District of Columbia","Symptoms of Depressive Disorder",17.7
"Sep",2022,"District of Columbia","Symptoms of Depressive Disorder",14.7
"Aug",2020,"Florida","Symptoms of Depressive Disorder",27.8
"Dec",2020,"Florida","Symptoms of Depressive Disorder",28
"Jul",2020,"Florida","Symptoms of Depressive Disorder",30.1
"Jun",2020,"Florida","Symptoms of Depressive Disorder",29.7
"May",2020,"Florida","Symptoms of Depressive Disorder",25.05
"Nov",2020,"Florida","Symptoms of Depressive Disorder",30.3
"Oct",2020,"Florida","Symptoms of Depressive Disorder",25.95
"Sep",2020,"Florida","Symptoms of Depressive Disorder",25.35
"Apr",2021,"Florida","Symptoms of Depressive Disorder",25.8
"Aug",2021,"Florida","Symptoms of Depressive Disorder",22.6
"Dec",2021,"Florida","Symptoms of Depressive Disorder",19.3
"Feb",2021,"Florida","Symptoms of Depressive Disorder",27.2
"Jan",2021,"Florida","Symptoms of Depressive Disorder",26
"Jul",2021,"Florida","Symptoms of Depressive Disorder",19.1
"Jun",2021,"Florida","Symptoms of Depressive Disorder",21.3
"Mar",2021,"Florida","Symptoms of Depressive Disorder",26.8
"May",2021,"Florida","Symptoms of Depressive Disorder",23.6
"Oct",2021,"Florida","Symptoms of Depressive Disorder",20.9
"Sep",2021,"Florida","Symptoms of Depressive Disorder",23.75
"Apr",2022,"Florida","Symptoms of Depressive Disorder",23.6
"Aug",2022,"Florida","Symptoms of Depressive Disorder",23.4
"Dec",2022,"Florida","Symptoms of Depressive Disorder",25.6
"Feb",2022,"Florida","Symptoms of Depressive Disorder",21.7
"Jan",2022,"Florida","Symptoms of Depressive Disorder",24.5
"Jul",2022,"Florida","Symptoms of Depressive Disorder",21.5
"Jun",2022,"Florida","Symptoms of Depressive Disorder",20.6
"Mar",2022,"Florida","Symptoms of Depressive Disorder",19.8
"May",2022,"Florida","Symptoms of Depressive Disorder",20.5
"Nov",2022,"Florida","Symptoms of Depressive Disorder",24.1
"Oct",2022,"Florida","Symptoms of Depressive Disorder",25.7
"Sep",2022,"Florida","Symptoms of Depressive Disorder",24.2
"Aug",2020,"Georgia","Symptoms of Depressive Disorder",26.8
"Dec",2020,"Georgia","Symptoms of Depressive Disorder",29.7
"Jul",2020,"Georgia","Symptoms of Depressive Disorder",28.6
"Jun",2020,"Georgia","Symptoms of Depressive Disorder",27.02
"May",2020,"Georgia","Symptoms of Depressive Disorder",25.925
"Nov",2020,"Georgia","Symptoms of Depressive Disorder",30.05
"Oct",2020,"Georgia","Symptoms of Depressive Disorder",24.5
"Sep",2020,"Georgia","Symptoms of Depressive Disorder",24.1
"Apr",2021,"Georgia","Symptoms of Depressive Disorder",26.5
"Aug",2021,"Georgia","Symptoms of Depressive Disorder",25.2333333333333
"Dec",2021,"Georgia","Symptoms of Depressive Disorder",22.4
"Feb",2021,"Georgia","Symptoms of Depressive Disorder",29.8
"Jan",2021,"Georgia","Symptoms of Depressive Disorder",28.8
"Jul",2021,"Georgia","Symptoms of Depressive Disorder",23.3
"Jun",2021,"Georgia","Symptoms of Depressive Disorder",24.15
"Mar",2021,"Georgia","Symptoms of Depressive Disorder",26
"May",2021,"Georgia","Symptoms of Depressive Disorder",21.95
"Oct",2021,"Georgia","Symptoms of Depressive Disorder",24.6
"Sep",2021,"Georgia","Symptoms of Depressive Disorder",20.6
"Apr",2022,"Georgia","Symptoms of Depressive Disorder",22.9
"Aug",2022,"Georgia","Symptoms of Depressive Disorder",25.4
"Dec",2022,"Georgia","Symptoms of Depressive Disorder",27.4
"Feb",2022,"Georgia","Symptoms of Depressive Disorder",23.2
"Jan",2022,"Georgia","Symptoms of Depressive Disorder",21.8
"Jul",2022,"Georgia","Symptoms of Depressive Disorder",21.1
"Jun",2022,"Georgia","Symptoms of Depressive Disorder",22.9
"Mar",2022,"Georgia","Symptoms of Depressive Disorder",21.2
"May",2022,"Georgia","Symptoms of Depressive Disorder",21.3
"Nov",2022,"Georgia","Symptoms of Depressive Disorder",26.3
"Oct",2022,"Georgia","Symptoms of Depressive Disorder",22.8
"Sep",2022,"Georgia","Symptoms of Depressive Disorder",22.3
"Aug",2020,"Hawaii","Symptoms of Depressive Disorder",22.8
"Dec",2020,"Hawaii","Symptoms of Depressive Disorder",28.35
"Jul",2020,"Hawaii","Symptoms of Depressive Disorder",28.8333333333333
"Jun",2020,"Hawaii","Symptoms of Depressive Disorder",21.96
"May",2020,"Hawaii","Symptoms of Depressive Disorder",19.15
"Nov",2020,"Hawaii","Symptoms of Depressive Disorder",26.35
"Oct",2020,"Hawaii","Symptoms of Depressive Disorder",28.8
"Sep",2020,"Hawaii","Symptoms of Depressive Disorder",26.7
"Apr",2021,"Hawaii","Symptoms of Depressive Disorder",18.9
"Aug",2021,"Hawaii","Symptoms of Depressive Disorder",21.3333333333333
"Dec",2021,"Hawaii","Symptoms of Depressive Disorder",22.1
"Feb",2021,"Hawaii","Symptoms of Depressive Disorder",24.85
"Jan",2021,"Hawaii","Symptoms of Depressive Disorder",28.2
"Jul",2021,"Hawaii","Symptoms of Depressive Disorder",28.2
"Jun",2021,"Hawaii","Symptoms of Depressive Disorder",18.95
"Mar",2021,"Hawaii","Symptoms of Depressive Disorder",21.9
"May",2021,"Hawaii","Symptoms of Depressive Disorder",17.8
"Oct",2021,"Hawaii","Symptoms of Depressive Disorder",23.2
"Sep",2021,"Hawaii","Symptoms of Depressive Disorder",23.85
"Apr",2022,"Hawaii","Symptoms of Depressive Disorder",19.9
"Aug",2022,"Hawaii","Symptoms of Depressive Disorder",18.9
"Dec",2022,"Hawaii","Symptoms of Depressive Disorder",25.3
"Feb",2022,"Hawaii","Symptoms of Depressive Disorder",21.2
"Jan",2022,"Hawaii","Symptoms of Depressive Disorder",23.8
"Jul",2022,"Hawaii","Symptoms of Depressive Disorder",20.1
"Jun",2022,"Hawaii","Symptoms of Depressive Disorder",17
"Mar",2022,"Hawaii","Symptoms of Depressive Disorder",18.5
"May",2022,"Hawaii","Symptoms of Depressive Disorder",15.5
"Nov",2022,"Hawaii","Symptoms of Depressive Disorder",19
"Oct",2022,"Hawaii","Symptoms of Depressive Disorder",25.1
"Sep",2022,"Hawaii","Symptoms of Depressive Disorder",24.4
"Aug",2020,"Idaho","Symptoms of Depressive Disorder",22.8
"Dec",2020,"Idaho","Symptoms of Depressive Disorder",30.85
"Jul",2020,"Idaho","Symptoms of Depressive Disorder",29.1
"Jun",2020,"Idaho","Symptoms of Depressive Disorder",21.96
"May",2020,"Idaho","Symptoms of Depressive Disorder",18.65
"Nov",2020,"Idaho","Symptoms of Depressive Disorder",27.65
"Oct",2020,"Idaho","Symptoms of Depressive Disorder",23.45
"Sep",2020,"Idaho","Symptoms of Depressive Disorder",22.3
"Apr",2021,"Idaho","Symptoms of Depressive Disorder",22.3
"Aug",2021,"Idaho","Symptoms of Depressive Disorder",19.5333333333333
"Dec",2021,"Idaho","Symptoms of Depressive Disorder",22.1
"Feb",2021,"Idaho","Symptoms of Depressive Disorder",27.35
"Jan",2021,"Idaho","Symptoms of Depressive Disorder",27.5
"Jul",2021,"Idaho","Symptoms of Depressive Disorder",20.7
"Jun",2021,"Idaho","Symptoms of Depressive Disorder",19.3
"Mar",2021,"Idaho","Symptoms of Depressive Disorder",22.9333333333333
"May",2021,"Idaho","Symptoms of Depressive Disorder",18.3
"Oct",2021,"Idaho","Symptoms of Depressive Disorder",21.6
"Sep",2021,"Idaho","Symptoms of Depressive Disorder",20.7
"Apr",2022,"Idaho","Symptoms of Depressive Disorder",21
"Aug",2022,"Idaho","Symptoms of Depressive Disorder",17.7
"Dec",2022,"Idaho","Symptoms of Depressive Disorder",19.5
"Feb",2022,"Idaho","Symptoms of Depressive Disorder",17
"Jan",2022,"Idaho","Symptoms of Depressive Disorder",21
"Jul",2022,"Idaho","Symptoms of Depressive Disorder",25.7
"Jun",2022,"Idaho","Symptoms of Depressive Disorder",18.8
"Mar",2022,"Idaho","Symptoms of Depressive Disorder",18.3
"May",2022,"Idaho","Symptoms of Depressive Disorder",22.3
"Nov",2022,"Idaho","Symptoms of Depressive Disorder",20.9
"Oct",2022,"Idaho","Symptoms of Depressive Disorder",22.6
"Sep",2022,"Idaho","Symptoms of Depressive Disorder",26.3
"Aug",2020,"Illinois","Symptoms of Depressive Disorder",23.5
"Dec",2020,"Illinois","Symptoms of Depressive Disorder",27.75
"Jul",2020,"Illinois","Symptoms of Depressive Disorder",26.9333333333333
"Jun",2020,"Illinois","Symptoms of Depressive Disorder",26.3
"May",2020,"Illinois","Symptoms of Depressive Disorder",25.25
"Nov",2020,"Illinois","Symptoms of Depressive Disorder",29.45
"Oct",2020,"Illinois","Symptoms of Depressive Disorder",24.15
"Sep",2020,"Illinois","Symptoms of Depressive Disorder",24.05
"Apr",2021,"Illinois","Symptoms of Depressive Disorder",18.3
"Aug",2021,"Illinois","Symptoms of Depressive Disorder",20.2666666666667
"Dec",2021,"Illinois","Symptoms of Depressive Disorder",18
"Feb",2021,"Illinois","Symptoms of Depressive Disorder",27.5
"Jan",2021,"Illinois","Symptoms of Depressive Disorder",26.5
"Jul",2021,"Illinois","Symptoms of Depressive Disorder",16
"Jun",2021,"Illinois","Symptoms of Depressive Disorder",21.75
"Mar",2021,"Illinois","Symptoms of Depressive Disorder",26.8
"May",2021,"Illinois","Symptoms of Depressive Disorder",21.1
"Oct",2021,"Illinois","Symptoms of Depressive Disorder",20.5
"Sep",2021,"Illinois","Symptoms of Depressive Disorder",20.75
"Apr",2022,"Illinois","Symptoms of Depressive Disorder",23.4
"Aug",2022,"Illinois","Symptoms of Depressive Disorder",23.5
"Dec",2022,"Illinois","Symptoms of Depressive Disorder",21.7
"Feb",2022,"Illinois","Symptoms of Depressive Disorder",23
"Jan",2022,"Illinois","Symptoms of Depressive Disorder",19
"Jul",2022,"Illinois","Symptoms of Depressive Disorder",24.4
"Jun",2022,"Illinois","Symptoms of Depressive Disorder",17.6
"Mar",2022,"Illinois","Symptoms of Depressive Disorder",22.8
"May",2022,"Illinois","Symptoms of Depressive Disorder",18
"Nov",2022,"Illinois","Symptoms of Depressive Disorder",21.9
"Oct",2022,"Illinois","Symptoms of Depressive Disorder",18.4
"Sep",2022,"Illinois","Symptoms of Depressive Disorder",22.4
"Aug",2020,"Indiana","Symptoms of Depressive Disorder",25.4
"Dec",2020,"Indiana","Symptoms of Depressive Disorder",29.3
"Jul",2020,"Indiana","Symptoms of Depressive Disorder",29.7
"Jun",2020,"Indiana","Symptoms of Depressive Disorder",24.86
"May",2020,"Indiana","Symptoms of Depressive Disorder",23.9
"Nov",2020,"Indiana","Symptoms of Depressive Disorder",28.2
"Oct",2020,"Indiana","Symptoms of Depressive Disorder",25.15
"Sep",2020,"Indiana","Symptoms of Depressive Disorder",22.6
"Apr",2021,"Indiana","Symptoms of Depressive Disorder",22.6
"Aug",2021,"Indiana","Symptoms of Depressive Disorder",21
"Dec",2021,"Indiana","Symptoms of Depressive Disorder",21.7
"Feb",2021,"Indiana","Symptoms of Depressive Disorder",26.85
"Jan",2021,"Indiana","Symptoms of Depressive Disorder",26.4
"Jul",2021,"Indiana","Symptoms of Depressive Disorder",21.1
"Jun",2021,"Indiana","Symptoms of Depressive Disorder",20.75
"Mar",2021,"Indiana","Symptoms of Depressive Disorder",25.4666666666667
"May",2021,"Indiana","Symptoms of Depressive Disorder",20.95
"Oct",2021,"Indiana","Symptoms of Depressive Disorder",20.7
"Sep",2021,"Indiana","Symptoms of Depressive Disorder",21.15
"Apr",2022,"Indiana","Symptoms of Depressive Disorder",21.7
"Aug",2022,"Indiana","Symptoms of Depressive Disorder",18.1
"Dec",2022,"Indiana","Symptoms of Depressive Disorder",24.5
"Feb",2022,"Indiana","Symptoms of Depressive Disorder",20.7
"Jan",2022,"Indiana","Symptoms of Depressive Disorder",24.1
"Jul",2022,"Indiana","Symptoms of Depressive Disorder",24.9
"Jun",2022,"Indiana","Symptoms of Depressive Disorder",22.3
"Mar",2022,"Indiana","Symptoms of Depressive Disorder",20.8
"May",2022,"Indiana","Symptoms of Depressive Disorder",21.8
"Nov",2022,"Indiana","Symptoms of Depressive Disorder",24.5
"Oct",2022,"Indiana","Symptoms of Depressive Disorder",29.3
"Sep",2022,"Indiana","Symptoms of Depressive Disorder",26
"Aug",2020,"Iowa","Symptoms of Depressive Disorder",20
"Dec",2020,"Iowa","Symptoms of Depressive Disorder",27.1
"Jul",2020,"Iowa","Symptoms of Depressive Disorder",20.1666666666667
"Jun",2020,"Iowa","Symptoms of Depressive Disorder",23.98
"May",2020,"Iowa","Symptoms of Depressive Disorder",17.7
"Nov",2020,"Iowa","Symptoms of Depressive Disorder",27.45
"Oct",2020,"Iowa","Symptoms of Depressive Disorder",21
"Sep",2020,"Iowa","Symptoms of Depressive Disorder",24.15
"Apr",2021,"Iowa","Symptoms of Depressive Disorder",23
"Aug",2021,"Iowa","Symptoms of Depressive Disorder",19.0666666666667
"Dec",2021,"Iowa","Symptoms of Depressive Disorder",20.7
"Feb",2021,"Iowa","Symptoms of Depressive Disorder",25.3
"Jan",2021,"Iowa","Symptoms of Depressive Disorder",28
"Jul",2021,"Iowa","Symptoms of Depressive Disorder",15.4
"Jun",2021,"Iowa","Symptoms of Depressive Disorder",21.35
"Mar",2021,"Iowa","Symptoms of Depressive Disorder",23.9
"May",2021,"Iowa","Symptoms of Depressive Disorder",19.35
"Oct",2021,"Iowa","Symptoms of Depressive Disorder",19.7
"Sep",2021,"Iowa","Symptoms of Depressive Disorder",19.55
"Apr",2022,"Iowa","Symptoms of Depressive Disorder",20.7
"Aug",2022,"Iowa","Symptoms of Depressive Disorder",19.9
"Dec",2022,"Iowa","Symptoms of Depressive Disorder",21.1
"Feb",2022,"Iowa","Symptoms of Depressive Disorder",15
"Jan",2022,"Iowa","Symptoms of Depressive Disorder",19.1
"Jul",2022,"Iowa","Symptoms of Depressive Disorder",19.9
"Jun",2022,"Iowa","Symptoms of Depressive Disorder",25.3
"Mar",2022,"Iowa","Symptoms of Depressive Disorder",21.3
"May",2022,"Iowa","Symptoms of Depressive Disorder",19
"Nov",2022,"Iowa","Symptoms of Depressive Disorder",24
"Oct",2022,"Iowa","Symptoms of Depressive Disorder",22
"Sep",2022,"Iowa","Symptoms of Depressive Disorder",21
"Aug",2020,"Kansas","Symptoms of Depressive Disorder",24.3
"Dec",2020,"Kansas","Symptoms of Depressive Disorder",29.1
"Jul",2020,"Kansas","Symptoms of Depressive Disorder",25.6
"Jun",2020,"Kansas","Symptoms of Depressive Disorder",24.32
"May",2020,"Kansas","Symptoms of Depressive Disorder",21.3
"Nov",2020,"Kansas","Symptoms of Depressive Disorder",28.7
"Oct",2020,"Kansas","Symptoms of Depressive Disorder",24.45
"Sep",2020,"Kansas","Symptoms of Depressive Disorder",21.1
"Apr",2021,"Kansas","Symptoms of Depressive Disorder",20.6
"Aug",2021,"Kansas","Symptoms of Depressive Disorder",19
"Dec",2021,"Kansas","Symptoms of Depressive Disorder",21.6
"Feb",2021,"Kansas","Symptoms of Depressive Disorder",24.7
"Jan",2021,"Kansas","Symptoms of Depressive Disorder",25.5
"Jul",2021,"Kansas","Symptoms of Depressive Disorder",16.9
"Jun",2021,"Kansas","Symptoms of Depressive Disorder",19.3
"Mar",2021,"Kansas","Symptoms of Depressive Disorder",24.4666666666667
"May",2021,"Kansas","Symptoms of Depressive Disorder",18.9
"Oct",2021,"Kansas","Symptoms of Depressive Disorder",18.9
"Sep",2021,"Kansas","Symptoms of Depressive Disorder",24.45
"Apr",2022,"Kansas","Symptoms of Depressive Disorder",22.3
"Aug",2022,"Kansas","Symptoms of Depressive Disorder",22.1
"Dec",2022,"Kansas","Symptoms of Depressive Disorder",22.9
"Feb",2022,"Kansas","Symptoms of Depressive Disorder",21.5
"Jan",2022,"Kansas","Symptoms of Depressive Disorder",20
"Jul",2022,"Kansas","Symptoms of Depressive Disorder",20.4
"Jun",2022,"Kansas","Symptoms of Depressive Disorder",17.9
"Mar",2022,"Kansas","Symptoms of Depressive Disorder",21.4
"May",2022,"Kansas","Symptoms of Depressive Disorder",18.8
"Nov",2022,"Kansas","Symptoms of Depressive Disorder",25.5
"Oct",2022,"Kansas","Symptoms of Depressive Disorder",23.5
"Sep",2022,"Kansas","Symptoms of Depressive Disorder",25.8
"Aug",2020,"Kentucky","Symptoms of Depressive Disorder",27.9
"Dec",2020,"Kentucky","Symptoms of Depressive Disorder",33.65
"Jul",2020,"Kentucky","Symptoms of Depressive Disorder",29.5666666666667
"Jun",2020,"Kentucky","Symptoms of Depressive Disorder",26.4
"May",2020,"Kentucky","Symptoms of Depressive Disorder",23.7
"Nov",2020,"Kentucky","Symptoms of Depressive Disorder",26.8
"Oct",2020,"Kentucky","Symptoms of Depressive Disorder",30.5
"Sep",2020,"Kentucky","Symptoms of Depressive Disorder",30.4
"Apr",2021,"Kentucky","Symptoms of Depressive Disorder",28.2
"Aug",2021,"Kentucky","Symptoms of Depressive Disorder",23.7
"Dec",2021,"Kentucky","Symptoms of Depressive Disorder",28.2
"Feb",2021,"Kentucky","Symptoms of Depressive Disorder",29.6
"Jan",2021,"Kentucky","Symptoms of Depressive Disorder",29.6
"Jul",2021,"Kentucky","Symptoms of Depressive Disorder",26.2
"Jun",2021,"Kentucky","Symptoms of Depressive Disorder",20.75
"Mar",2021,"Kentucky","Symptoms of Depressive Disorder",29.3
"May",2021,"Kentucky","Symptoms of Depressive Disorder",23.1
"Oct",2021,"Kentucky","Symptoms of Depressive Disorder",28.6
"Sep",2021,"Kentucky","Symptoms of Depressive Disorder",22.15
"Apr",2022,"Kentucky","Symptoms of Depressive Disorder",30
"Aug",2022,"Kentucky","Symptoms of Depressive Disorder",23.8
"Dec",2022,"Kentucky","Symptoms of Depressive Disorder",28.1
"Feb",2022,"Kentucky","Symptoms of Depressive Disorder",24.6
"Jan",2022,"Kentucky","Symptoms of Depressive Disorder",24.8
"Jul",2022,"Kentucky","Symptoms of Depressive Disorder",27.2
"Jun",2022,"Kentucky","Symptoms of Depressive Disorder",30.7
"Mar",2022,"Kentucky","Symptoms of Depressive Disorder",23.1
"May",2022,"Kentucky","Symptoms of Depressive Disorder",25
"Nov",2022,"Kentucky","Symptoms of Depressive Disorder",29.3
"Oct",2022,"Kentucky","Symptoms of Depressive Disorder",33.1
"Sep",2022,"Kentucky","Symptoms of Depressive Disorder",24.9
"Aug",2020,"Louisiana","Symptoms of Depressive Disorder",26.9
"Dec",2020,"Louisiana","Symptoms of Depressive Disorder",37.45
"Jul",2020,"Louisiana","Symptoms of Depressive Disorder",32.1
"Jun",2020,"Louisiana","Symptoms of Depressive Disorder",31.5
"May",2020,"Louisiana","Symptoms of Depressive Disorder",28.925
"Nov",2020,"Louisiana","Symptoms of Depressive Disorder",32.9
"Oct",2020,"Louisiana","Symptoms of Depressive Disorder",30
"Sep",2020,"Louisiana","Symptoms of Depressive Disorder",29.95
"Apr",2021,"Louisiana","Symptoms of Depressive Disorder",26.7
"Aug",2021,"Louisiana","Symptoms of Depressive Disorder",29.7666666666667
"Dec",2021,"Louisiana","Symptoms of Depressive Disorder",25.5
"Feb",2021,"Louisiana","Symptoms of Depressive Disorder",32.65
"Jan",2021,"Louisiana","Symptoms of Depressive Disorder",30.4
"Jul",2021,"Louisiana","Symptoms of Depressive Disorder",21.9
"Jun",2021,"Louisiana","Symptoms of Depressive Disorder",24.15
"Mar",2021,"Louisiana","Symptoms of Depressive Disorder",31.2666666666667
"May",2021,"Louisiana","Symptoms of Depressive Disorder",26.8
"Oct",2021,"Louisiana","Symptoms of Depressive Disorder",24.3
"Sep",2021,"Louisiana","Symptoms of Depressive Disorder",30.9
"Apr",2022,"Louisiana","Symptoms of Depressive Disorder",26.3
"Aug",2022,"Louisiana","Symptoms of Depressive Disorder",24.6
"Dec",2022,"Louisiana","Symptoms of Depressive Disorder",32
"Feb",2022,"Louisiana","Symptoms of Depressive Disorder",28.4
"Jan",2022,"Louisiana","Symptoms of Depressive Disorder",24
"Jul",2022,"Louisiana","Symptoms of Depressive Disorder",30
"Jun",2022,"Louisiana","Symptoms of Depressive Disorder",30
"Mar",2022,"Louisiana","Symptoms of Depressive Disorder",26.1
"May",2022,"Louisiana","Symptoms of Depressive Disorder",20
"Nov",2022,"Louisiana","Symptoms of Depressive Disorder",25.7
"Oct",2022,"Louisiana","Symptoms of Depressive Disorder",33
"Sep",2022,"Louisiana","Symptoms of Depressive Disorder",30.5
"Aug",2020,"Maine","Symptoms of Depressive Disorder",23.8
"Dec",2020,"Maine","Symptoms of Depressive Disorder",24.25
"Jul",2020,"Maine","Symptoms of Depressive Disorder",24.7666666666667
"Jun",2020,"Maine","Symptoms of Depressive Disorder",21.12
"May",2020,"Maine","Symptoms of Depressive Disorder",20.175
"Nov",2020,"Maine","Symptoms of Depressive Disorder",26.8
"Oct",2020,"Maine","Symptoms of Depressive Disorder",23.6
"Sep",2020,"Maine","Symptoms of Depressive Disorder",18.95
"Apr",2021,"Maine","Symptoms of Depressive Disorder",13.4
"Aug",2021,"Maine","Symptoms of Depressive Disorder",18.7333333333333
"Dec",2021,"Maine","Symptoms of Depressive Disorder",20
"Feb",2021,"Maine","Symptoms of Depressive Disorder",23.6
"Jan",2021,"Maine","Symptoms of Depressive Disorder",22.2
"Jul",2021,"Maine","Symptoms of Depressive Disorder",15.1
"Jun",2021,"Maine","Symptoms of Depressive Disorder",19.2
"Mar",2021,"Maine","Symptoms of Depressive Disorder",26
"May",2021,"Maine","Symptoms of Depressive Disorder",17.3
"Oct",2021,"Maine","Symptoms of Depressive Disorder",18.1
"Sep",2021,"Maine","Symptoms of Depressive Disorder",16.8
"Apr",2022,"Maine","Symptoms of Depressive Disorder",20.7
"Aug",2022,"Maine","Symptoms of Depressive Disorder",16.1
"Dec",2022,"Maine","Symptoms of Depressive Disorder",19.7
"Feb",2022,"Maine","Symptoms of Depressive Disorder",23.4
"Jan",2022,"Maine","Symptoms of Depressive Disorder",20.7
"Jul",2022,"Maine","Symptoms of Depressive Disorder",26.5
"Jun",2022,"Maine","Symptoms of Depressive Disorder",18.9
"Mar",2022,"Maine","Symptoms of Depressive Disorder",19.4
"May",2022,"Maine","Symptoms of Depressive Disorder",19.5
"Nov",2022,"Maine","Symptoms of Depressive Disorder",20.2
"Oct",2022,"Maine","Symptoms of Depressive Disorder",20.4
"Sep",2022,"Maine","Symptoms of Depressive Disorder",20.3
"Aug",2020,"Maryland","Symptoms of Depressive Disorder",21.3
"Dec",2020,"Maryland","Symptoms of Depressive Disorder",27.5
"Jul",2020,"Maryland","Symptoms of Depressive Disorder",24.7333333333333
"Jun",2020,"Maryland","Symptoms of Depressive Disorder",22.46
"May",2020,"Maryland","Symptoms of Depressive Disorder",22.3
"Nov",2020,"Maryland","Symptoms of Depressive Disorder",25.7
"Oct",2020,"Maryland","Symptoms of Depressive Disorder",24.1
"Sep",2020,"Maryland","Symptoms of Depressive Disorder",21.8
"Apr",2021,"Maryland","Symptoms of Depressive Disorder",21.2
"Aug",2021,"Maryland","Symptoms of Depressive Disorder",19.9666666666667
"Dec",2021,"Maryland","Symptoms of Depressive Disorder",19.5
"Feb",2021,"Maryland","Symptoms of Depressive Disorder",26.85
"Jan",2021,"Maryland","Symptoms of Depressive Disorder",27.4
"Jul",2021,"Maryland","Symptoms of Depressive Disorder",21.3
"Jun",2021,"Maryland","Symptoms of Depressive Disorder",19.55
"Mar",2021,"Maryland","Symptoms of Depressive Disorder",23.9
"May",2021,"Maryland","Symptoms of Depressive Disorder",18.2
"Oct",2021,"Maryland","Symptoms of Depressive Disorder",20.7
"Sep",2021,"Maryland","Symptoms of Depressive Disorder",21.75
"Apr",2022,"Maryland","Symptoms of Depressive Disorder",21.2
"Aug",2022,"Maryland","Symptoms of Depressive Disorder",20
"Dec",2022,"Maryland","Symptoms of Depressive Disorder",19.8
"Feb",2022,"Maryland","Symptoms of Depressive Disorder",23.2
"Jan",2022,"Maryland","Symptoms of Depressive Disorder",18.5
"Jul",2022,"Maryland","Symptoms of Depressive Disorder",21.4
"Jun",2022,"Maryland","Symptoms of Depressive Disorder",21.5
"Mar",2022,"Maryland","Symptoms of Depressive Disorder",18.3
"May",2022,"Maryland","Symptoms of Depressive Disorder",17.4
"Nov",2022,"Maryland","Symptoms of Depressive Disorder",17.5
"Oct",2022,"Maryland","Symptoms of Depressive Disorder",20
"Sep",2022,"Maryland","Symptoms of Depressive Disorder",20.9
"Aug",2020,"Massachusetts","Symptoms of Depressive Disorder",22.3
"Dec",2020,"Massachusetts","Symptoms of Depressive Disorder",26.65
"Jul",2020,"Massachusetts","Symptoms of Depressive Disorder",23.1
"Jun",2020,"Massachusetts","Symptoms of Depressive Disorder",21.22
"May",2020,"Massachusetts","Symptoms of Depressive Disorder",21.975
"Nov",2020,"Massachusetts","Symptoms of Depressive Disorder",27.85
"Oct",2020,"Massachusetts","Symptoms of Depressive Disorder",23.9
"Sep",2020,"Massachusetts","Symptoms of Depressive Disorder",21.85
"Apr",2021,"Massachusetts","Symptoms of Depressive Disorder",20
"Aug",2021,"Massachusetts","Symptoms of Depressive Disorder",20.3666666666667
"Dec",2021,"Massachusetts","Symptoms of Depressive Disorder",20.4
"Feb",2021,"Massachusetts","Symptoms of Depressive Disorder",26.75
"Jan",2021,"Massachusetts","Symptoms of Depressive Disorder",24.2
"Jul",2021,"Massachusetts","Symptoms of Depressive Disorder",18.8
"Jun",2021,"Massachusetts","Symptoms of Depressive Disorder",17.4
"Mar",2021,"Massachusetts","Symptoms of Depressive Disorder",24.8333333333333
"May",2021,"Massachusetts","Symptoms of Depressive Disorder",19.2
"Oct",2021,"Massachusetts","Symptoms of Depressive Disorder",22
"Sep",2021,"Massachusetts","Symptoms of Depressive Disorder",18
"Apr",2022,"Massachusetts","Symptoms of Depressive Disorder",20.6
"Aug",2022,"Massachusetts","Symptoms of Depressive Disorder",19.8
"Dec",2022,"Massachusetts","Symptoms of Depressive Disorder",21.3
"Feb",2022,"Massachusetts","Symptoms of Depressive Disorder",19
"Jan",2022,"Massachusetts","Symptoms of Depressive Disorder",20.6
"Jul",2022,"Massachusetts","Symptoms of Depressive Disorder",20.2
"Jun",2022,"Massachusetts","Symptoms of Depressive Disorder",19.8
"Mar",2022,"Massachusetts","Symptoms of Depressive Disorder",19.8
"May",2022,"Massachusetts","Symptoms of Depressive Disorder",21.1
"Nov",2022,"Massachusetts","Symptoms of Depressive Disorder",21.3
"Oct",2022,"Massachusetts","Symptoms of Depressive Disorder",23.7
"Sep",2022,"Massachusetts","Symptoms of Depressive Disorder",22.9
"Aug",2020,"Michigan","Symptoms of Depressive Disorder",24.1
"Dec",2020,"Michigan","Symptoms of Depressive Disorder",29.8
"Jul",2020,"Michigan","Symptoms of Depressive Disorder",26.0666666666667
"Jun",2020,"Michigan","Symptoms of Depressive Disorder",22.64
"May",2020,"Michigan","Symptoms of Depressive Disorder",25.475
"Nov",2020,"Michigan","Symptoms of Depressive Disorder",24.5
"Oct",2020,"Michigan","Symptoms of Depressive Disorder",25.7
